web-scraper-order,web-scraper-start-url,links,links-href,prix,Kilométrage,Mise en circulation,Énergie,Boite vitesse,Puissance fiscale,Transmission,Carrosserie,Date de l'annonce,Gouvernorat,Marque,Modèle,Génération,Couleur extérieure,Couleur intérieure,Sellerie,Nombre de places,Nombre de portes,Cylindrée,pages
"1711469384-18,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/kia/picanto/99949"",""48 000        DT"",""57 000                        km"",""09.2019"",""Essence"",""Automatique"",""5                        cv"",""Propulsion"",""Autres"",""20.02.2024"",""Nabeul"",""KIA"",""Picanto"",""(JA) "
"(03/2017 - 07/2020)"",""Gris anthracite"",""Rouge"",""Cuir intégral"",""5"",""4"",""5                                                    cv"",""https://www.automobile.tn/fr/occasion/138"""
"1711469387-19,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/peugeot/2008/99958"",""50 000        DT"",""50 000                        km"",""05.2020"",""Essence"",""Manuelle"",""5                        cv"",""Traction"",""SUV/4x4"",""20.02.2024"",""Tunis"",""Peugeot"",""2008"",""II (P24E) 5HB "
"(10/2019 - Aujourd'hui)"",""Beige"",""Beige"",""Similicuir"",""5"",""4"",""1199                                                    cm³"",""https://www.automobile.tn/fr/occasion/138"""
"1711469389-20,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/citroen/c4/99663"",""34 000        DT"",""160 000                        km"",""03.2012"",""Essence"",""Manuelle"",""6                        cv"",""Traction"",""Compacte"",""20.02.2024"",""Tunis"",""Citroën"",""C4"",""Blanc"",""Noir"",""Cuir intégral"",""5"",""5"","""",""1400                                                    cm³"",""https://www.automobile.tn/fr/occasion/138"""
"1711469391-21,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/volkswagen/golf-8/99615"",""95 000        DT"",""30 000                        km"",""09.2021"",""Essence"",""Manuelle"",""6                        cv"",""Traction"",""Compacte"",""20.02.2024"",""Sousse"",""Volkswagen"",""Golf 8"",""Noir"",""Gris"",""Tissu"",""5"",""5"","""",""1000                                                    cm³"",""https://www.automobile.tn/fr/occasion/138"""
"1711469394-22,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/audi/q5/94691"",""99 900        DT"",""165 000                        km"",""02.2015"",""Diesel"",""Automatique"",""9                        cv"",""Intégrale"",""SUV/4x4"",""20.02.2024"",""Ben Arous"",""Audi"",""Q5"",""I (8RB) Phase 2 "
"(06/2012 - 04/2016)"",""Noir"",""Beige"",""Cuir intégral"",""5"",""5"",""9                                                    cv"",""https://www.automobile.tn/fr/occasion/138"""
"1711469396-23,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/chery/arrizo-5/99964"",""37 000        DT"",""170 000                        km"",""07.2017"",""Essence"",""Manuelle"",""7                        cv"",""Traction"",""Citadine"",""20.02.2024"",""Ben Arous"",""Chery"",""Arrizo 5"",""Beige"",""Noir"",""Similicuir"",""5"",""4"","""",""1499.0                                                    cm³"",""https://www.automobile.tn/fr/occasion/138"""
"1711469398-24,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/kia/sportage/98920"",""100 000        DT"",""128 000                        km"",""05.2017"",""Diesel"",""Automatique"",""10                        cv"",""Intégrale"",""SUV/4x4"",""20.02.2024"",""Tunis"",""KIA"",""Sportage"",""Autre"",""Cuir intégral"","""","""","""","""","""",""https://www.automobile.tn/fr/occasion/137"""
"1711469400-25,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/renault/megane/99354"",""21 500        DT"",""230 000                        km"",""12.2006"",""Essence"",""Manuelle"",""7                        cv"",""Traction"",""Citadine"",""20.02.2024"",""Bizerte"",""Renault"",""Megane"",""Gris anthracite"",""Noir"",""Tissu"",""5"",""5"","""",""1598                                                    cm³"",""https://www.automobile.tn/fr/occasion/137"""
"1711469403-26,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/99974"",""65 000        DT"",""250 000                        km"",""08.2016"",""Essence"",""Automatique"",""11                        cv"",""Traction"",""Berline"",""20.02.2024"",""Ben Arous"",""Mercedes-Benz"",""Classe C"",""(204) Phase 2 Berline "
"(03/2011 - 12/2015)"",""Gris anthracite"",""Beige"",""Cuir intégral"",""5"",""5"",""11                                                    cv"",""https://www.automobile.tn/fr/occasion/137"""
"1711469405-27,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/98813"",""51 000        DT"",""280 000                        km"",""11.2009"",""Essence"",""Automatique"",""9                        cv"",""Intégrale"",""Berline"",""20.02.2024"",""Ariana"",""Mercedes-Benz"",""Classe C"",""(204) Berline "
"(01/2007 - 02/2011)"",""Blanc"",""Noir"",""Cuir partiel"",""5"",""4"",""9                                                    cv"",""https://www.automobile.tn/fr/occasion/137"""
"1711469407-28,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/volkswagen/golf-7/99891"",""58 000        DT"",""113 000                        km"",""11.2015"",""Essence"",""Manuelle"",""5                        cv"",""Traction"",""Citadine"",""20.02.2024"",""Tunis"",""Volkswagen"",""Golf 7"",""VII 5 Portes "
"(08/2012 - 10/2016)"",""Gris argent"",""Noir"",""Tissu"",""5"",""5"",""5                                                    cv"",""https://www.automobile.tn/fr/occasion/137"""
"1711469409-29,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/fiat/fiorino/93983"",""25 000        DT"",""135 000                        km"",""12.2017"",""Diesel"",""Manuelle"",""5                        cv"",""Traction"",""Citadine"",""21.02.2024"",""Sidi Bouzid"",""Fiat"",""Fiorino"",""Blanc"","""","""","""","""","""","""",""https://www.automobile.tn/fr/occasion/137"""
"1711469412-30,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/chevrolet/sonic/98825"",""24 500        DT"",""100 123                        km"",""12.2016"",""Essence"",""Manuelle"",""5                        cv"",""Traction"",""Citadine"",""21.02.2024"",""Sidi Bouzid"",""Chevrolet"",""Sonic"",""Noir"","""","""","""","""","""","""",""https://www.automobile.tn/fr/occasion/137"""
"1711469414-31,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/fiat/doblo/92801"",""25 000        DT"",""200 000                        km"",""10.2019"",""Diesel"",""Manuelle"",""5                        cv"",""Propulsion"",""Berline"",""21.02.2024"",""Sidi Bouzid"",""Fiat"",""Doblo"",""Blanc"","""","""","""","""","""","""",""https://www.automobile.tn/fr/occasion/137"""
"1711469416-32,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/haval/h6/98818"",""101 460        DT"",""61 000                        km"",""01.2021"",""Essence"",""Automatique"",""9                        cv"",""Intégrale"",""SUV/4x4"",""21.02.2024"",""Sousse"",""Haval"",""H6"",""Noir"",""Cuir intégral"","""","""","""","""","""",""https://www.automobile.tn/fr/occasion/137"""
"1711469419-33,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/99708"",""63 000        DT"",""188 000                        km"",""09.2011"",""Essence"",""Automatique"",""11                        cv"",""Propulsion"",""Berline"",""21.02.2024"",""Sfax"",""Mercedes-Benz"",""Classe E"",""Noir"",""Noir"",""Cuir intégral"",""5"",""5"","""",""1998                                                    cm³"",""https://www.automobile.tn/fr/occasion/137"""
"1711469421-34,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/mini/countryman/98871"",""46 000        DT"",""105 390                        km"",""09.2011"",""Essence"",""Manuelle"",""7                        cv"",""Traction"",""Berline"",""21.02.2024"",""Tunis"",""Mini"",""Countryman"",""Marron"",""Noir"",""Cuir intégral"",""5"",""5"","""",""1598                                                    cm³"",""https://www.automobile.tn/fr/occasion/137"""
"1711469423-35,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/ford/focus/99995"",""40 000        DT"",""161 000                        km"",""08.2016"",""Essence"",""Manuelle"",""6                        cv"",""Traction"",""Autres"",""21.02.2024"",""Tunis"",""Ford"",""Focus"",""IV Phase 2 "
"(12/2021 - Aujourd'hui)"",""Noir"",""Gris"",""Tissu"",""5"",""5"",""6                                                    cv"",""https://www.automobile.tn/fr/occasion/137"""
"1711469428-36,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/haval/h6/99929"",""85 000        DT"",""77 000                        km"",""03.2021"",""Essence"",""Automatique"",""9                        cv"",""Traction"",""SUV/4x4"",""21.02.2024"",""Tunis"",""Haval"",""H6"",""Noir"",""Marron"",""Similicuir"",""5"",""4"","""",""1499                                                    cm³"",""https://www.automobile.tn/fr/occasion/136"""
"1711469431-37,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/mini/3-portes/100000"",""58 000        DT"",""146 000                        km"",""12.2015"",""Essence"",""Manuelle"",""4                        cv"",""Traction"",""Coupé"",""21.02.2024"",""Monastir"",""Mini"",""3 portes"",""3 (F56) 3 Portes "
"(01/2014 - 02/2021)"",""Gris anthracite"",""Rouge"",""Similicuir"",""4"",""3"",""4                                                    cv"",""https://www.automobile.tn/fr/occasion/136"""
"1711469433-38,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/fiat/punto-evo/100003"",""24 000        DT"",""100 000                        km"",""05.2013"",""Essence"",""Manuelle"",""4                        cv"",""Traction"",""Compacte"",""21.02.2024"",""Sousse"",""Fiat"",""Punto Evo"",""Evo (199) 5 portes "
"(10/2009 - 12/2011)"",""Gris argent"",""Gris"",""Tissu"",""5"",""5"",""4                                                    cv"",""https://www.automobile.tn/fr/occasion/136"""
"1711469435-39,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/ford/fiesta/99981"",""31 000        DT"",""204 000                        km"",""02.2017"",""Essence"",""Manuelle"",""6                        cv"",""Traction"",""Coupé"",""22.02.2024"",""Ariana"",""Ford"",""Fiesta"",""VI Phase 2 5 portes "
"(11/2012 - 05/2017)"",""Gris Shark"",""Gris"",""Tissu"",""5"",""4"",""1242                                                    cm³"",""https://www.automobile.tn/fr/occasion/136"""
"1711469438-40,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/bmw/serie-3/100007"",""63 000        DT"",""202 000                        km"",""09.2015"",""Essence"",""Automatique"",""7                        cv"",""Propulsion"",""Berline"",""22.02.2024"",""Ben Arous"",""BMW"",""Série 3"",""(F30) Berline "
"(11/2011 - 08/2015)"",""Blanc"",""Noir"",""Similicuir"",""5"",""4"",""7                                                    cv"",""https://www.automobile.tn/fr/occasion/136"""
"1711469440-41,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/100019"",""56 000        DT"",""200 000                        km"",""03.2014"",""Diesel"",""Manuelle"",""5                        cv"",""Traction"",""Citadine"",""22.02.2024"",""Sousse"",""Mercedes-Benz"",""Classe A"",""(W176) "
"(09/2012 - 06/2015)"",""Noir"",""Noir"",""Tissu"",""5"",""5"",""5                                                    cv"",""https://www.automobile.tn/fr/occasion/136"""
"1711469444-42,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/ford/fiesta/98918"",""25 000        DT"",""270 000                        km"",""08.2010"",""Essence"",""Manuelle"",""5                        cv"",""Traction"",""Compacte"",""22.02.2024"",""Ariana"",""Ford"",""Fiesta"",""Autre"","""","""","""","""","""","""",""https://www.automobile.tn/fr/occasion/136"""
"1711469446-43,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/fiat/500/99174"",""55 000        DT"",""37 000                        km"",""05.2021"",""Essence"",""Automatique"",""4                        cv"",""Traction"",""Citadine"",""22.02.2024"",""Tunis"",""Fiat"",""500"",""Rouge"",""Beige"",""Tissu"",""4"",""2"","""",""1200                                                    cm³"",""https://www.automobile.tn/fr/occasion/136"""
"1711469448-44,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/chevrolet/cruze/100024"",""31 000        DT"",""270 000                        km"",""07.2014"",""Essence"",""Manuelle"",""7                        cv"",""Traction"",""Berline"",""22.02.2024"",""Jendouba"",""Chevrolet"",""Cruze"",""Berline (J300) "
"(05/2009 - Aujourd'hui)"",""Blanc"",""Marron"",""Similicuir"",""5"",""4"",""7                                                    cv"",""https://www.automobile.tn/fr/occasion/136"""
"1711469450-45,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/peugeot/208/100027"",""33 000        DT"",""82 000                        km"",""12.2019"",""Essence"",""Manuelle"",""4                        cv"",""Traction"",""Citadine"",""22.02.2024"",""Ariana"",""Peugeot"",""208"",""I Phase 2 5 Portes "
"(04/2015 - 10/2019)"",""Autre"",""Autre"",""Tissu"",""5"",""5"",""4                                                    cv"",""https://www.automobile.tn/fr/occasion/136"""
"1711469453-46,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/chevrolet/sonic/100039"",""36 000        DT"",""84 000                        km"",""06.2018"",""Essence"",""Manuelle"",""5                        cv"",""Traction"",""Berline"",""22.02.2024"",""La Manouba"",""Chevrolet"",""Sonic"",""Noir"",""Noir"",""Tissu"",""5"",""4"","""",""1200                                                    cm³"",""https://www.automobile.tn/fr/occasion/136"""
"1711469455-47,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/renault/fluence/100041"",""40 000        DT"",""173 000                        km"",""09.2013"",""Essence"",""Manuelle"",""7                        cv"",""Intégrale"",""Berline"",""22.02.2024"",""Tunis"",""Renault"",""Fluence"",""Phase 2 "
"(07/2013 - Aujourd'hui)"",""Noir"",""Noir"",""Tissu"",""5"",""4"",""7                                                    cv"",""https://www.automobile.tn/fr/occasion/135"""
"1711469457-48,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/bmw/serie-4-gran-coupe/99863"",""125 000        DT"",""130 000                        km"",""04.2019"",""Essence"",""Automatique"",""7                        cv"",""Propulsion"",""Berline"",""22.02.2024"",""Monastir"",""BMW"",""Série 4 Gran Coupé"",""Blanc"",""Noir"",""Cuir intégral"",""5"",""4"","""",""1499                                                    cm³"",""https://www.automobile.tn/fr/occasion/135"""
"1711469459-49,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/nissan/patrol/100047"",""27 500        DT"",""300 000                        km"",""01.1991"",""Diesel"",""Manuelle"",""11                        cv"",""Traction"",""SUV/4x4"",""23.02.2024"",""Sousse"",""Nissan"",""Patrol"",""(260) "
"(11/1984 - 05/2001)"",""Rouge"",""Noir"",""Cuir intégral"",""7"",""5"",""2800                                                    cm³"",""https://www.automobile.tn/fr/occasion/135"""
"1711469462-50,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/volkswagen/polo/100054"",""57 000        DT"",""64 000                        km"",""11.2019"",""Essence"",""Manuelle"",""5                        cv"",""Traction"",""Citadine"",""23.02.2024"",""Ariana"",""Volkswagen"",""Polo"",""Blanc"",""Noir"",""Tissu"",""4"",""5"","""",""899                                                    cm³"",""https://www.automobile.tn/fr/occasion/135"""
"1711469464-51,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/toyota/aygo/100057"",""33 000        DT"",""69 000                        km"",""12.2020"",""Essence"",""Manuelle"",""4                        cv"",""Traction"",""Compacte"",""23.02.2024"",""Ariana"",""Toyota"",""Aygo"",""Noir"",""Noir"",""Similicuir"",""4"",""2"","""",""998                                                    cm³"",""https://www.automobile.tn/fr/occasion/135"""
"1711469466-52,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/mercedes-benz/ml/100059"",""30 000        DT"",""180 000                        km"",""11.2000"",""Essence"",""Automatique"",""27                        cv"",""Intégrale"",""Autres"",""23.02.2024"",""Ariana"",""Mercedes-Benz"",""ML"",""(163) "
"(05/1997 - 04/2005)"",""Bleu"",""Noir"",""Cuir intégral"",""5"",""5"",""27                                                    cv"",""https://www.automobile.tn/fr/occasion/135"""
"1711469468-53,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/mg/ehs/100061"",""133 500        DT"",""48 000                        km"",""05.2022"",""Hybride rechargeable essence"",""Automatique"",""7                        cv"",""Traction"",""SUV/4x4"",""23.02.2024"",""Monastir"",""MG"",""e-HS"",""/EHS "
"(01/2021 - Aujourd'hui)"",""Blanc"",""Gris"",""Cuir intégral"",""5"",""5"",""Automatique"",""https://www.automobile.tn/fr/occasion/135"""
"1711469471-54,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/fiat/500/99167"",""49 000        DT"",""63 000                        km"",""03.2019"",""Essence"",""Manuelle"",""4                        cv"",""Traction"",""Citadine"",""23.02.2024"",""Sousse"",""Fiat"",""500"",""Aubergine"",""Cuir intégral"","""","""","""","""","""",""https://www.automobile.tn/fr/occasion/135"""
"1711469473-55,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/ford/c-max/100069"",""23 000        DT"",""151 000                        km"",""12.2009"",""Diesel"",""Manuelle"",""6                        cv"",""Traction"",""Monospace"",""23.02.2024"",""Ariana"",""Ford"",""C-Max"",""(CB3) "
"(02/2007 - 10/2010)"",""Noir"",""Gris"",""Tissu"",""5"",""4"",""6                                                    cv"",""https://www.automobile.tn/fr/occasion/135"""
"1711469475-56,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/volkswagen/golf-5/100072"",""31 500        DT"",""206 000                        km"",""11.2005"",""Diesel"",""Manuelle"",""6                        cv"",""Traction"",""Berline"",""23.02.2024"",""Tunis"",""Volkswagen"",""Golf 5"",""V "
"(10/2003 - 11/2008)"",""Gris argent"",""Noir"",""Cuir intégral"",""5"",""5"",""6                                                    cv"",""https://www.automobile.tn/fr/occasion/135"""
"1711469478-57,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/tata/xenon-x2/100073"",""31 000        DT"",""64 000                        km"",""05.2017"",""Diesel"",""Manuelle"",""7                        cv"",""Propulsion"",""Utilitaire"",""23.02.2024"",""Sfax"",""Tata"",""Xenon X2 Simple Cabine"",""Blanc"",""Noir"",""Tissu"",""2"",""2"","""",""2198                                                    cm³"",""https://www.automobile.tn/fr/occasion/135"""
"1711469480-58,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/peugeot/508/100074"",""39 200        DT"",""230 000                        km"",""01.2014"",""Essence"",""Automatique"",""7                        cv"",""Traction"",""Berline"",""23.02.2024"",""Tunis"",""Peugeot"",""508"",""Blanc"",""Noir"",""Similicuir"",""5"",""4"","""",""1598                                                    cm³"",""https://www.automobile.tn/fr/occasion/135"""
"1711469485-59,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/jeep/wrangler-2021/97111"",""108 000        DT"",""189 000                        km"",""08.2009"",""Essence"",""Automatique"",""14                        cv"",""Intégrale"",""SUV/4x4"",""23.02.2024"",""Ariana"",""Jeep"",""Wrangler"",""Rouge"","""","""","""","""","""","""",""https://www.automobile.tn/fr/occasion/134"""
"1711469487-60,""https://www.automobile.tn/fr/occasion"","""",""https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/97720"",""168 000        DT"",""46 000                        km"",""02.2021"",""Hybride rechargeable essence"",""Automatique"",""6                        cv"",""Traction"",""Compacte"",""23.02.2024"",""Ariana"",""Mercedes-Benz"",""Classe A"",""(W177) Hatchback "
"(03/2018 - 02/2023)"",""Noir"",""Cuir intégral"","""","""","""","""",""https://www.automobile.tn/fr/occasion/134"""
